level,mode,channel,snr_db,trials,frame_errors,fer,fer_lo,fer_hi,ber,goodput_bps,sync_failed,header_corrupt,ldpc_not_converged,crc_mismatch,wrong_payload
9,64QAM 2/3,awgn,3.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,16,0,34,0,0
9,64QAM 2/3,awgn,6.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,1,0,49,0,0
9,64QAM 2/3,awgn,9.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,0,0,50,0,0
9,64QAM 2/3,awgn,12.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,0,0,50,0,0
9,64QAM 2/3,awgn,15.0,50,17,0.340000,0.224369,0.478462,0.00000000,2118.70,0,0,17,0,0
9,64QAM 2/3,awgn,18.0,50,0,0.000000,0.000000,0.071348,0.00000000,3210.16,0,0,0,0,0
9,64QAM 2/3,awgn,21.0,50,0,0.000000,0.000000,0.071348,0.00000000,3210.16,0,0,0,0,0
9,64QAM 2/3,awgn,24.0,50,0,0.000000,0.000000,0.071348,0.00000000,3210.16,0,0,0,0,0
9,64QAM 2/3,awgn,27.0,50,0,0.000000,0.000000,0.071348,0.00000000,3210.16,0,0,0,0,0
10,64QAM 5/6,awgn,0.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,50,0,0,0,0
10,64QAM 5/6,awgn,3.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,21,0,29,0,0
10,64QAM 5/6,awgn,6.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,0,0,50,0,0
10,64QAM 5/6,awgn,9.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,0,0,50,0,0
10,64QAM 5/6,awgn,12.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,0,0,50,0,0
10,64QAM 5/6,awgn,15.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,0,0,50,0,0
10,64QAM 5/6,awgn,18.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,0,0,50,0,0
10,64QAM 5/6,awgn,21.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,0,0,50,0,0
10,64QAM 5/6,awgn,24.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,0,0,50,0,0
10,64QAM 5/6,awgn,27.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,0,0,50,0,0
